"caller_class","caller_method","caller_qualified","callee_function","file_path","line_number"
"firebase::firestore::ConverterImpl","MakePublicFromJava","firebase::firestore::ConverterImpl::MakePublicFromJava","firebase::firestore::AggregateQueryInternal::AggregateQueryInternal","firestore/src/android/converter_android.h",56
"firebase::firestore::LambdaEventListener<void>","OnEvent","firebase::firestore::LambdaEventListener<void>::OnEvent","std::__1::function<..(..)>::operator()","firestore/src/android/lambda_event_listener.h",60
"firebase::firestore::LambdaEventListener<void>","~LambdaEventListener","firebase::firestore::LambdaEventListener<void>::~LambdaEventListener","std::__1::function<..(..)>::~function","firestore/src/android/lambda_event_listener.h",53
"firebase::firestore::LambdaEventListener<void>","~LambdaEventListener","firebase::firestore::LambdaEventListener<void>::~LambdaEventListener","firebase::firestore::EventListener<void>::~EventListener","firestore/src/android/lambda_event_listener.h",53
"firebase::firestore::LambdaEventListener<void>","LambdaEventListener","firebase::firestore::LambdaEventListener<void>::LambdaEventListener","std::__1::move","firestore/src/android/lambda_event_listener.h",56
"firebase::firestore::LambdaEventListener<void>","LambdaEventListener","firebase::firestore::LambdaEventListener<void>::LambdaEventListener","std::__1::function<..(..)>::function","firestore/src/android/lambda_event_listener.h",56
"firebase::firestore::LambdaEventListener<void>","LambdaEventListener","firebase::firestore::LambdaEventListener<void>::LambdaEventListener","firebase::LogAssert","firestore/src/android/lambda_event_listener.h",57
"firebase::firestore::LambdaEventListener<void>","LambdaEventListener","firebase::firestore::LambdaEventListener<void>::LambdaEventListener","std::__1::function<..(..)>::operator bool","firestore/src/android/lambda_event_listener.h",57
"firebase::firestore::LambdaEventListener<void>","LambdaEventListener","firebase::firestore::LambdaEventListener<void>::LambdaEventListener","firebase::firestore::EventListener<void>::EventListener","firestore/src/android/lambda_event_listener.h",56
"firebase::firestore::FirestoreInternalWeakReference","Run","firebase::firestore::FirestoreInternalWeakReference::Run","std::__1::lock_guard<recursive_mutex>::lock_guard","firestore/src/android/firestore_android.h",284
"firebase::firestore::FirestoreInternalWeakReference","Run","firebase::firestore::FirestoreInternalWeakReference::Run","std::__1::lock_guard<recursive_mutex>::~lock_guard","firestore/src/android/firestore_android.h",286
"firebase::firestore::FirestoreInternalWeakReference","CleanUp","firebase::firestore::FirestoreInternalWeakReference::CleanUp","std::__1::lock_guard<recursive_mutex>::lock_guard","firestore/src/android/firestore_android.h",259
"firebase::firestore::FirestoreInternalWeakReference","CleanUp","firebase::firestore::FirestoreInternalWeakReference::CleanUp","std::__1::lock_guard<recursive_mutex>::~lock_guard","firestore/src/android/firestore_android.h",261
"firebase::firestore::FirestoreInternalWeakReference","RunIfValid","firebase::firestore::FirestoreInternalWeakReference::RunIfValid","std::__1::function<..(..)>::operator()","firestore/src/android/firestore_android.h",295
"firebase::firestore::FirestoreInternalWeakReference","RunIfValid","firebase::firestore::FirestoreInternalWeakReference::RunIfValid","std::__1::lock_guard<recursive_mutex>::lock_guard","firestore/src/android/firestore_android.h",293
"firebase::firestore::FirestoreInternalWeakReference","RunIfValid","firebase::firestore::FirestoreInternalWeakReference::RunIfValid","std::__1::lock_guard<recursive_mutex>::~lock_guard","firestore/src/android/firestore_android.h",297
"firebase::firestore::FirestoreInternalWeakReference","~FirestoreInternalWeakReference","firebase::firestore::FirestoreInternalWeakReference::~FirestoreInternalWeakReference","firebase::CleanupNotifier::UnregisterObject","firestore/src/android/firestore_android.h",252
"firebase::firestore::FirestoreInternalWeakReference","~FirestoreInternalWeakReference","firebase::firestore::FirestoreInternalWeakReference::~FirestoreInternalWeakReference","std::__1::recursive_mutex::~recursive_mutex","firestore/src/android/firestore_android.h",254
"firebase::firestore::FirestoreInternalWeakReference","~FirestoreInternalWeakReference","firebase::firestore::FirestoreInternalWeakReference::~FirestoreInternalWeakReference","std::__1::lock_guard<recursive_mutex>::lock_guard","firestore/src/android/firestore_android.h",250
"firebase::firestore::FirestoreInternalWeakReference","~FirestoreInternalWeakReference","firebase::firestore::FirestoreInternalWeakReference::~FirestoreInternalWeakReference","std::__1::lock_guard<recursive_mutex>::~lock_guard","firestore/src/android/firestore_android.h",254
"firebase::firestore::FirestoreInternalWeakReference","~FirestoreInternalWeakReference","firebase::firestore::FirestoreInternalWeakReference::~FirestoreInternalWeakReference","firebase::firestore::FirestoreInternal::cleanup","firestore/src/android/firestore_android.h",252
"firebase::firestore::FirestoreInternalWeakReference","FirestoreInternalWeakReference","firebase::firestore::FirestoreInternalWeakReference::FirestoreInternalWeakReference","firebase::CleanupNotifier::RegisterObject","firestore/src/android/firestore_android.h",234
"firebase::firestore::FirestoreInternalWeakReference","FirestoreInternalWeakReference","firebase::firestore::FirestoreInternalWeakReference::FirestoreInternalWeakReference","firebase::CleanupNotifier::RegisterObject","firestore/src/android/firestore_android.h",242
"firebase::firestore::FirestoreInternalWeakReference","FirestoreInternalWeakReference","firebase::firestore::FirestoreInternalWeakReference::FirestoreInternalWeakReference","std::__1::recursive_mutex::recursive_mutex","firestore/src/android/firestore_android.h",232
"firebase::firestore::FirestoreInternalWeakReference","FirestoreInternalWeakReference","firebase::firestore::FirestoreInternalWeakReference::FirestoreInternalWeakReference","std::__1::recursive_mutex::recursive_mutex","firestore/src/android/firestore_android.h",238
"firebase::firestore::FirestoreInternalWeakReference","FirestoreInternalWeakReference","firebase::firestore::FirestoreInternalWeakReference::FirestoreInternalWeakReference","std::__1::lock_guard<recursive_mutex>::lock_guard","firestore/src/android/firestore_android.h",239
"firebase::firestore::FirestoreInternalWeakReference","FirestoreInternalWeakReference","firebase::firestore::FirestoreInternalWeakReference::FirestoreInternalWeakReference","std::__1::lock_guard<recursive_mutex>::~lock_guard","firestore/src/android/firestore_android.h",244
"firebase::firestore::FirestoreInternalWeakReference","FirestoreInternalWeakReference","firebase::firestore::FirestoreInternalWeakReference::FirestoreInternalWeakReference","firebase::firestore::FirestoreInternal::cleanup","firestore/src/android/firestore_android.h",234
"firebase::firestore::FirestoreInternalWeakReference","FirestoreInternalWeakReference","firebase::firestore::FirestoreInternalWeakReference::FirestoreInternalWeakReference","firebase::firestore::FirestoreInternal::cleanup","firestore/src/android/firestore_android.h",242
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::Future<void>::Future","firestore/src/android/promise_factory_android.h",90
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::jni::Env::ok","firestore/src/android/promise_factory_android.h",90
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::MakePromise","firestore/src/android/promise_factory_android.h",92
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::Future<AggregateQuerySnapshot>::Future","firestore/src/android/promise_factory_android.h",90
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<AggregateQuerySnapshot, AggregateQuerySnapshotInternal, AsyncFn>::RegisterForTask","firestore/src/android/promise_factory_android.h",93
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<AggregateQuerySnapshot, AggregateQuerySnapshotInternal, AsyncFn>::GetFuture","firestore/src/android/promise_factory_android.h",94
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<AggregateQuerySnapshot, AggregateQuerySnapshotInternal, AsyncFn>::~Promise","firestore/src/android/promise_factory_android.h",95
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::Future<DocumentReference>::Future","firestore/src/android/promise_factory_android.h",90
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<DocumentReference, DocumentReferenceInternal, AsyncFn>::RegisterForTask","firestore/src/android/promise_factory_android.h",93
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<DocumentReference, DocumentReferenceInternal, AsyncFn>::GetFuture","firestore/src/android/promise_factory_android.h",94
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<DocumentReference, DocumentReferenceInternal, AsyncFn>::~Promise","firestore/src/android/promise_factory_android.h",95
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::Future<DocumentSnapshot>::Future","firestore/src/android/promise_factory_android.h",90
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<DocumentSnapshot, DocumentSnapshotInternal, AsyncFn>::RegisterForTask","firestore/src/android/promise_factory_android.h",93
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<DocumentSnapshot, DocumentSnapshotInternal, AsyncFn>::GetFuture","firestore/src/android/promise_factory_android.h",94
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<DocumentSnapshot, DocumentSnapshotInternal, AsyncFn>::~Promise","firestore/src/android/promise_factory_android.h",95
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<void, void, AsyncFn>::RegisterForTask","firestore/src/android/promise_factory_android.h",93
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<void, void, AsyncFn>::GetFuture","firestore/src/android/promise_factory_android.h",94
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<void, void, AsyncFn>::~Promise","firestore/src/android/promise_factory_android.h",95
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::Future<LoadBundleTaskProgress>::Future","firestore/src/android/promise_factory_android.h",90
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<LoadBundleTaskProgress, LoadBundleTaskProgressInternal, AsyncFn>::RegisterForTask","firestore/src/android/promise_factory_android.h",93
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<LoadBundleTaskProgress, LoadBundleTaskProgressInternal, AsyncFn>::GetFuture","firestore/src/android/promise_factory_android.h",94
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<LoadBundleTaskProgress, LoadBundleTaskProgressInternal, AsyncFn>::~Promise","firestore/src/android/promise_factory_android.h",95
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::Future<Query>::Future","firestore/src/android/promise_factory_android.h",90
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<Query, QueryInternal, AsyncFn>::RegisterForTask","firestore/src/android/promise_factory_android.h",93
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<Query, QueryInternal, AsyncFn>::GetFuture","firestore/src/android/promise_factory_android.h",94
"firebase::firestore::PromiseFactory<AsyncFn>","NewFuture","firebase::firestore::PromiseFactory<AsyncFn>::NewFuture","firebase::firestore::Promise<Query, QueryInternal, AsyncFn>::~Promise","firestore/src/android/promise_factory_android.h",95
